City,City Name
sarupathar,sarupathar
sarwar,sarwar
sasni,sasni
sasvad,sasvad
satana,satana
satara,satara
sathupalli,sathupalli
satna,satna
satrikh,satrikh
sattankulam,sattankulam
sattenapalle,sattenapalle
sattur,sattur
satwas,satwas
satyamangalam,satyamangalam
saundatti,saundatti
saurikh,saurikh
sausar,sausar
savantvadi,savantvadi
savanur,savanur
savda,savda
sawaimadhopur,sawai-madhopur
sayalkudi,sayalkudi
sayla,sayla
sehore,sehore
sendhwa,sendhwa
seohara,seohara
seondha,seondha
seoni,seoni
seonimalwa,seoni-malwa
seorinarayan,seorinarayan
seram,seram
serchhip,serchhip
serilingampalle,serilingampalle
serpur,serpur
serula,serula
shahabad,shahabad
shahada,shahada
shahapur,shahapur
shahdol,shahdol
shahganj,shahganj
shahgarh,shahgarh
shahi,shahi
shahjahanpur,shahjahanpur
shahkot,shahkot
shahpur,shahpur
shahpura,shahpura
shaikhpura,shaikhpura
shajapur,shajapur
sham-churasi,sham-churasi
shamgarh,shamgarh
shamli,shamli
shamsabad,shamsabad
shankargarh,shankargarh
shantipur,shantipur
shegaon,shegaon
sheoganj,sheoganj
sheohar,sheohar
sheopur,sheopur
shergarh,shergarh
sherghati,sherghati
sherkot,sherkot
shertallai,shertallai
shiggaon,shiggaon
shikarpur,shikarpur
shikohabad,shikohabad
shiliguri,shiliguri
shillong,shillong
shimla,shimla
shimoga,shimoga
shirdi,shirdi
shirgaon,shirgaon
shirhatti,shirhatti
shirpur,shirpur
shirwal,shirwal
shishgarh,shishgarh
shivajinagar,shivaji-nagar
shivpuri,shivpuri
shivrajpur,shivrajpur
sholapur,sholapur
sholinghur,sholinghur
shoranur,shoranur
shorapur,shorapur
shravanabelagola,shravanabelagola
shrigonda,shrigonda
shrirampur,shrirampur
shrirangapattana,shrirangapattana
shujalpur,shujalpur
shupiyan,shupiyan
sibsagar,sibsagar
siddapur,siddapur
siddhapur,siddhapur
siddipet,siddipet
sidhauli,sidhauli
sidhi,sidhi
sidhpura,sidhpura
sidlaghatta,sidlaghatta
sihor,sihor
sihora,sihora
sijua,sijua
sikandarabad,sikandarabad
sikandarpur,sikandarpur
sikandra,sikandra
sikandra-rao,sikandra-rao
sikar,sikar
sikka,sikka
silapathar,silapathar
silchar,silchar
siliguri,siliguri
sillod,sillod
silvassa,silvassa
simaria,simaria
simdega,simdega
simga,simga
sindgi,sindgi
sindhnur,sindhnur
singanallur,singanallur
singapperumalkovil,singapperumalkovil
singarayakonda,singarayakonda
singoli,singoli
singrauli,singrauli
singtam,singtam
singur,singur
sini,sini
sinnar,sinnar
sinor,sinor
sira,sira
sirathu,sirathu
sirhind,sirhind
sirkazhi,sirkazhi
sirmaur,sirmaur
sirohi,sirohi
sironj,sironj
sirpur,sirpur
sirsa,sirsa
sirsaganj,sirsaganj
sirsi,sirsi
sirsilla,sirsilla
siruguppa,siruguppa
sirumugai,sirumugai
sirur,sirur
sisauli,sisauli
siswa-bazar,siswa-bazar
sitamarhi,sitamarhi
sitamau,sitamau
sitapur,sitapur
sitarganj,sitarganj
siuri,siuri
sivaganga,sivaganga
sivagiri,sivagiri
sivakasi,sivakasi
siwan,siwan
siwana,siwana
soalkuchi,soalkuchi
sodpur,sodpur
sohagi,sohagi
sohagpur,sohagpur
sohna,sohna
sojat,sojat
sojitra,sojitra
solan,solan
solap,solap
solapur,solapur
solim,solim
someshwar,someshwar
sompeta,sompeta
somvarpet,somvarpet
sonamukhi,sonamukhi
sonamura,sonamura
sonari,sonari
sonepur,sonepur
songadh,songadh
sonipat,sonipat
sopur,sopur
sorab,sorab
sorada,sorada
sorbhog,sorbhog
soron,soron
soygaon,soygaon
soyibug,soyibug
sridungargarh,sri-dungargarh
srikaranpur,sri-karanpur
srimadhopur,sri-madhopur
srikakulam,srikakulam
srimushnam,srimushnam
srinagar,srinagar
srinagar civmi,srinagar-civ-mi
sringeri,sringeri
srinivaspur,srinivaspur
sriperumbudur,sriperumbudur
sriramnagar,sriramnagar
srirampur,srirampur
srisailam,srisailam
srivaikuntam,srivaikuntam
srivardhan,srivardhan
srivilliputtur,srivilliputtur
suchindram,suchindram
suket,suket
sultanpur,sultanpur
sulur,sulur
suluru,suluru
sulya,sulya
sumbal,sumbal
sunam,sunam
sundargarh,sundargarh
sundarnagar,sundarnagar
sunel,sunel
suntikoppa,suntikoppa
supaul,supaul
surajgarh,surajgarh
surandai,surandai
surat,surat
suratgarh,suratgarh
surendranagar,surendranagar
surgana,surgana
surianwan,surianwan
suriapet,suriapet
susner,susner
swamimalai,swamimalai
tadepalle,tadepalle
tadepallegudem,tadepallegudem
tadpatri,tadpatri
tajpur,tajpur
takhatgarh,takhatgarh
takhatpur,takhatpur
taki,taki
talaja,talaja
talbahat,talbahat
talcher,talcher
talegaon-dabhade,talegaon-dabhade
taleigao,taleigao
talen,talen
talgram,talgram
talikota,talikota
taliparamba,taliparamba
taloda,taloda
talwandi-bhai,talwandi-bhai
talwara,talwara
tamluk,tamluk
tanakpur,tanakpur
tandur,tandur
tankara,tankara
tanuku,tanuku
taoru,taoru
tarabha,tarabha
tarakeswar,tarakeswar
taramangalam,taramangalam
taranagar,taranagar
tarangambadi,tarangambadi
tarapur,tarapur
tarikere,tarikere
tarn-taran,tarn-taran
tasgaon,tasgaon
tattayyangarpettai,tattayyangarpettai
tawang,tawang
technopark,technopark
teghra,teghra
tehri,tehri
tekanpur,tekanpur
tekari,tekari
tekkalakote,tekkalakote
tekkali,tekkali
telhara,telhara
tellicherry,tellicherry
tendukheda,tendukheda
teni,teni
tenkasi,tenkasi
teonthar,teonthar
terdal,terdal
tezpur,tezpur
tezu,tezu
thakurdwara,thakurdwara
thakurganj,thakurganj
than,than
thana-bhawan,thana-bhawan
thandla,thandla
thane,thane
thanesar,thanesar
thang,thang
thanjavur,thanjavur
thannamandi,thanna-mandi
tharad,tharad
thasra,thasra
thenzawl,thenzawl
theog,theog
thiruvaiyaru,thiruvaiyaru
thiruvananthapuram,thiruvananthapuram
thiruvarur,thiruvarur
thoubal,thoubal
tijara,tijara
tikaitnagar,tikaitnagar
tikamgarh,tikamgarh
tikri,tikri
tilhar,tilhar
tindivanam,tindivanam
tindwari,tindwari
tinnanur,tinnanur
tinsukia,tinsukia
tiptur,tiptur
sujanpur,tira-sujanpur
tirodi,tirodi
tirthahalli,tirthahalli
tiruchchendur,tiruchchendur
tiruchchirapalli,tiruchchirapalli
tiruchchirappalli,tiruchchirappalli
tiruchengodu,tiruchengodu
tirukkattuppalli,tirukkattuppalli
tirukkoyilur,tirukkoyilur
tirumakudal,tirumakudal-narsipur
tirumala,tirumala
tirumullaivasal,tirumullaivasal
tirunelveli,tirunelveli
tirupati,tirupati
tirupparangunram,tirupparangunram
tiruppur,tiruppur
tiruppuvanam,tiruppuvanam
tirur,tirur
tiruttangal,tiruttangal
tiruttani,tiruttani
tiruvalla,tiruvalla
tiruvallur,tiruvallur
tiruvannamalai,tiruvannamalai
tiruvettipuram,tiruvettipuram
tiruvidaimarudur,tiruvidaimarudur
tisaiyanvilai,tisaiyanvilai
titabar,titabar
titagarh,titagarh
titlagarh,titlagarh
titron,titron
todabhim,toda-bhim
todaraisingh,toda-raisingh
tohana,tohana
tondi,tondi
tonk,tonk
topchanchi,topchanchi
tori fatehpur,tori-fatehpur
tosham,tosham
tral,tral
trichur,trichur
trimbak,trimbak
tsrar-sharif,tsrar-sharif
tuensang,tuensang
tufanganj,tufanganj
tuljapur,tuljapur
tulsipur,tulsipur
tumkur,tumkur
tumsar,tumsar
tundla,tundla
tuni,tuni
turaiyur,turaiyur
turuvekere,turuvekere
uchana,uchana
udagamandalam,udagamandalam
udaigiri,udaigiri
udaipur,udaipur
udaipur-dabok,udaipur-dabok
udaipura,udaipura
udalguri,udalguri
udankudi,udankudi
udgir,udgir
udhampur,udhampur
udipi,udipi
udpura,udpura
udumalaippettai,udumalaippettai
ugu,ugu
ujhani,ujhani
ujjain,ujjain
uklana,uklana
ukwa,ukwa
ulhasnagar,ulhasnagar
ullal,ullal
umarga,umarga
umaria,umaria
umarkhed,umarkhed
umarkot,umarkot
umrala,umrala
umred,umred
umreth,umreth
umri,umri
un,un
unhel,unhel
uniara,uniara
unjha,unjha
unnao,unnao
upleta,upleta
uppal-kalan,uppal-kalan
uppiliyapuram,uppiliyapuram
uran,uran
uravakonda,uravakonda
usehat,usehat
usilampatti,usilampatti
utran,utran
utraula,utraula
uttamapalaiyam,uttamapalaiyam
uttarkashi,uttarkashi
uttiramerur,uttiramerur
uttukkuli,uttukkuli
vadakku,vadakku-valliyur
vadamadurai,vadamadurai
vadippatti,vadippatti
vadlamuru,vadlamuru
vadlapudi,vadlapudi
vadnagar,vadnagar
vadodara,vadodara
vagator,vagator
vaghodia,vaghodia
vaijapur,vaijapur
vaikam,vaikam
valabhipur,valabhipur
valangiman,valangiman
valapattanam,valapattanam
valavanur,valavanur
vidyanagar,vallabh-vidyanagar
vallam,vallam
valparai,valparai
valpoy,valpoy
valsad,valsad
vandalur,vandalur
vandavasi,vandavasi
vaniyambadi,vaniyambadi
vansada,vansada
vapi,vapi
varanasi,varanasi-babatpur
varangaon,varangaon
